section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
moves,expandingforce,Expanding Force,,"User on Psychic Terrain: 1.5x power, hits foes.","If the current terrain is Psychic Terrain and the user is grounded, this move hits all opposing Pokemon and has its power multiplied by 1.5.",サイコフィールド時は1.5倍、全体攻撃に。,"サイコフィールド時、威力1.5倍で相手全体を攻撃する。"
moves,explosion,Explosion,,Hits adjacent Pokemon. The user faints.,"The user faints after using this move, even if this move fails for having no target. This move is prevented from executing if any active Pokemon has the Damp Ability.",使用後、自分は倒れる。,"使用後、自分はひんし状態になる。"
moves,extrasensory,Extrasensory,,10% chance to make the target flinch.,Has a 10% chance to make the target flinch.,10%で相手をひるませる。,"10%の確率で相手をひるませる。"
moves,extremespeed,Extreme Speed,,Nearly always goes first.,No additional effect.,先制攻撃を行う。,"優先度+2の先制技。追加効果なし。"
moves,facade,Facade,,Power doubles if user is burn/poison/paralyzed.,"Power doubles if the user is burned, paralyzed, or poisoned. The physical damage halving effect from the user's burn is ignored.",状態異常の時威力2倍。,"自分が「やけど」「まひ」「どく」状態の時、威力が2倍になる。"
moves,fairylock,Fairy Lock,,Prevents all Pokemon from switching next turn.,"Prevents all active Pokemon from switching next turn. A Pokemon can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. Fails if the effect is already active.",次のターン、全員交代できなくなる。,"次のターンの間、すべてのポケモンが交代できなくなる。"
moves,fakeout,Fake Out,,Hits first. First turn out only. 100% flinch chance.,Has a 100% chance to make the target flinch. Fails unless it is the user's first turn on the field.,先制技。場に出て最初のターンのみ使用可能。,"優先度+3の先制技。場に出て最初のターンのみ成功し、100%の確率でひるませる。"
moves,faketears,Fake Tears,,Lowers the target's Sp. Def by 2.,Lowers the target's Special Defense by 2 stages.,相手の特防を2段階下げる。,"相手の特防ランクを2段階下げる。"
moves,featherdance,Feather Dance,,Lowers the target's Attack by 2.,Lowers the target's Attack by 2 stages.,相手の攻撃を2段階下げる。,"相手の攻撃ランクを2段階下げる。"
moves,feint,Feint,,"Nullifies Detect, Protect, and Quick/Wide Guard.","If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally.",守りを解除する。,"相手の「まもる」などの守り状態を解除する。"
moves,fellstinger,Fell Stinger,,Raises user's Attack by 3 if this KOes the target.,Raises the user's Attack by 3 stages if this move knocks out the target.,倒すと自分の攻撃が3段階上がる。,"この技で相手をひんし状態にすると、自分の攻撃ランクが3段階上がる。"
moves,ficklebeam,Fickle Beam,,Has a 30% chance this move's power is doubled.,Has a 30% chance this move's power is doubled.,30%の確率で威力が2倍になる。,"30%の確率で、この技の威力が2倍になる。"
moves,fierydance,Fiery Dance,,50% chance to raise the user's Sp. Atk by 1.,Has a 50% chance to raise the user's Special Attack by 1 stage.,50%で自分の特攻が1段階上がる。,"50%の確率で自分の特攻ランクが1段階上がる。"
moves,finalgambit,Final Gambit,,Does damage equal to the user's HP. User faints.,"Deals damage to the target equal to the user's current HP. If this move is successful, the user faints.",HP分だけダメージを与え、自身は倒れる。,"自分の残りHPと同等のダメージを相手に与え、自分はひんし状態になる。"
moves,fireblast,Fire Blast,,10% chance to burn the target.,Has a 10% chance to burn the target.,10%で相手を火傷にする。,"10%の確率で相手を「やけど」状態にする。"
moves,firefang,Fire Fang,,10% chance to burn. 10% chance to flinch.,Has a 10% chance to burn the target and a 10% chance to make it flinch.,10%で火傷、10%でひるませる。,"10%の確率で相手を「やけど」状態にし、10%の確率でひるませる。"
moves,firelash,Fire Lash,,100% chance to lower the target's Defense by 1.,Has a 100% chance to lower the target's Defense by 1 stage.,100%で相手の防御を1段階下げる。,"100%の確率で相手の防御ランクを1段階下げる。"
moves,firepunch,Fire Punch,,10% chance to burn the target.,Has a 10% chance to burn the target.,10%で相手を火傷にする。,"10%の確率で相手を「やけど」状態にする。"
moves,firespin,Fire Spin,,Traps and damages the target for 4-5 turns.,"Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",4〜5ターン拘束してダメージ。,"4〜5ターンの間、相手を逃げられなくし、毎ターン終了時に最大HPの1/8のダメージを与える。"
moves,firstimpression,First Impression,,Nearly always goes first. First turn out only.,Fails unless it is the user's first turn on the field.,先制攻撃。場に出て最初のターンのみ使用可能。,"優先度+2の先制技。場に出て最初のターンのみ成功する。"
moves,fissure,Fissure,,OHKOs the target. Fails if user is a lower level.,"Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",一撃必殺。レベルが低いと失敗。,"一撃必殺技。相手をひんし状態にする。自分のレベルが相手より低いと失敗する。"
moves,flail,Flail,,More power the less HP the user has left.,"The power of this move is 20 if X is 33 to 48, 40 if X is 17 to 32, 80 if X is 10 to 16, 100 if X is 5 to 9, 150 if X is 2 to 4, and 200 if X is 0 or 1, where X is equal to (user's current HP * 48 / user's maximum HP), rounded down.",自分のHPが少ないほど威力が上がる。,"自分の残りHPが少ないほど威力が上がる（最大威力200）。"
moves,flamecharge,Flame Charge,,100% chance to raise the user's Speed by 1.,Has a 100% chance to raise the user's Speed by 1 stage.,100%で自分の素早さが1段階上がる。,"100%の確率で自分の素早さランクが1段階上がる。"
moves,flamethrower,Flamethrower,,10% chance to burn the target.,Has a 10% chance to burn the target.,10%で相手を火傷にする。,"10%の確率で相手を「やけど」状態にする。"
moves,flareblitz,Flare Blitz,,Has 33% recoil. 10% chance to burn. Thaws user.,"Has a 10% chance to burn the target. If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",33%の反動、10%で火傷、自身の凍結解除。,"10%の確率で相手を「やけど」状態にする。与えたダメージの約33%の反動ダメージを受け、自分が凍っている場合は氷が溶ける。"
moves,flashcannon,Flash Cannon,,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,10%で相手の特防を1段階下げる。,"10%の確率で相手の特防ランクを1段階下げる。"
moves,flatter,Flatter,,Raises the target's Sp. Atk by 1 and confuses it.,Raises the target's Special Attack by 1 stage and confuses it.,相手の特攻を1段階上げ、混乱させる。,"相手の特攻ランクを1段階上げ、相手を混乱状態にする。"
moves,fling,Fling,,Flings the user's item at the target. Power varies.,"The power of this move is based on the user's held item. The held item is lost and it activates for the target if applicable. If there is no target or the target avoids this move by protecting itself, the user's held item is still lost. The user can regain a thrown item with Recycle or the Harvest Ability. Fails if the user has no held item, if the held item cannot be thrown, if the user is under the effect of Embargo or Magic Room, or if the user has the Klutz Ability.",持ち物を投げつける。威力は持ち物依存。,"持っている道具を投げつけて攻撃する。道具によって威力が異なり、投げた道具はなくなる。"
moves,flipturn,Flip Turn,,User switches out after damaging the target.,"If this move is successful and the user has not fainted, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members, or if the target switched out using an Eject Button or through the effect of the Emergency Exit or Wimp Out Abilities.",攻撃後、控えと交代する。,"攻撃後、控えのポケモンと交代する。"
moves,flowertrick,Flower Trick,,Always results in a critical hit; no accuracy check.,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities. This move does not check accuracy.,必ず急所に当たり、必中。,"必ず急所に当たり、かつ必ず命中する。"
moves,fly,Fly,,"Flies up on first turn, then strikes the next turn.","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister, and Gust and Twister have doubled power when used against it. If the user is holding a Power Herb, the move completes in one turn.",1ターン目に空へ飛び、2ターン目に攻撃。,"1ターン目に空へ飛び、2ターン目に攻撃する。"
moves,flyingpress,Flying Press,,Combines Flying in its type effectiveness.,This move combines Flying in its type effectiveness against the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.,ひこうタイプも加えた相性で攻撃。,"ひこうタイプの相性も加えて攻撃する。相手が「ちいさくなる」状態だと必中しダメージが2倍になる。"
