section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
moves,sandtomb,Sand Tomb,,Traps and damages the target for 4-5 turns.,"Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",相手を4〜5ターン拘束し、毎ターン削る。,"4〜5ターンの間、相手を逃げられなくし、毎ターン最大HPの1/8のダメージを与える（締め付けバンド所持時は1/6）。"
moves,scald,Scald,,30% chance to burn the target. Thaws target.,Has a 30% chance to burn the target. The target thaws out if it is frozen.,30%で火傷にする。氷を溶かす。,"30%の確率で「やけど」状態にし、氷状態を解除する。"
moves,scaleshot,Scale Shot,,"Hits 2-5 times. User: -1 Def, +1 Spe after last hit.","Hits two to five times. Lowers the user's Defense by 1 stage and raises the user's Speed by 1 stage after the last hit. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",2〜5回連続攻撃。防御ダウン、素早さUP。,"2〜5回連続で攻撃し、終了後に自分の防御ランクが1段階下がり、素早さランクが1段階上がる。"
moves,scaryface,Scary Face,,Lowers the target's Speed by 2.,Lowers the target's Speed by 2 stages.,相手の素早さを2段階下げる。,"相手の素早さランクを2段階下げる。"
moves,scorchingsands,Scorching Sands,,30% chance to burn the target. Thaws target.,Has a 30% chance to burn the target. The target thaws out if it is frozen.,30%で火傷にする。氷を溶かす。,"30%の確率で「やけど」状態にし、氷状態を解除する。"
moves,screech,Screech,,Lowers the target's Defense by 2.,Lowers the target's Defense by 2 stages.,相手の防御を2段階下げる。,"相手の防御ランクを2段階下げる。"
moves,seedbomb,Seed Bomb,,No additional effect.,No additional effect.,追加効果なし。,"特に追加効果なし。"
moves,seismictoss,Seismic Toss,,Does damage equal to the user's level.,Deals damage to the target equal to the user's level.,自分のレベルと同じダメージを与える。,"自分のレベルと同じ値のダメージを与える。"
moves,selfdestruct,Self-Destruct,,Hits adjacent Pokemon. The user faints.,"The user faints after using this move, even if this move fails for having no target. This move is prevented from executing if any active Pokemon has the Damp Ability.",使用後、自分は倒れる。周囲を攻撃。,"周囲のポケモン全員を攻撃し、自分はひんし状態になる。"
moves,shadowball,Shadow Ball,,20% chance to lower the target's Sp. Def by 1.,Has a 20% chance to lower the target's Special Defense by 1 stage.,20%で相手の特防を1段階下げる。,"20%の確率で相手の特防ランクを1段階下げる。"
moves,shadowclaw,Shadow Claw,,High critical hit ratio.,Has a higher chance for a critical hit.,急所に当たりやすい。,"急所に当たりやすい。"
moves,shadowpunch,Shadow Punch,,This move does not check accuracy.,This move does not check accuracy.,必中。,"必ず命中する。"
moves,shadowsneak,Shadow Sneak,,Usually goes first.,No additional effect.,先制攻撃を行う。,"優先度+1の先制技。"
moves,shedtail,Shed Tail,,User takes 1/2 its max HP to pass a substitute.,"The user takes 1/2 of its maximum HP, rounded up, and creates a substitute that has 1/4 of the user's maximum HP, rounded down. The user is replaced with another Pokemon in its party and the selected Pokemon has the substitute transferred to it. Fails if the user would faint, or if there are no unfainted party members.",HPの半分を使い、身代わりを残して交代。,"最大HPの1/2を消費して身代わりを作り、控えのポケモンと交代する。"
moves,sheercold,Sheer Cold,,OHKOs non-Ice targets. Fails if user's lower level.,"Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + X)%, where X is 30 if the user is an Ice type and 20 otherwise, and fails if the target is at a higher level. Ice-type Pokemon and Pokemon with the Sturdy Ability are immune.",一撃必殺。氷タイプ以外に有効。,"相手を一撃でひんし状態にする。相手のレベルが自分より高いと失敗する。"
moves,shellsidearm,Shell Side Arm,,20% psn. Physical+contact if it would be stronger.,"Has a 20% chance to poison the target. This move becomes a physical attack that makes contact if the value of ((((2 * the user's level / 5 + 2) * 90 * X) / Y) / 50), where X is the user's Attack stat and Y is the target's Defense stat, is greater than the same value where X is the user's Special Attack stat and Y is the target's Special Defense stat. No stat modifiers other than stat stage changes are considered for this purpose. If the two values are equal, this move chooses a damage category at random.",20%で毒。状況により物理攻撃になる。,"20%の確率で毒状態にする。ダメージ効率が良い方（物理か特殊か）で攻撃する。"
moves,shellsmash,Shell Smash,,"Lowers Def, SpD by 1; raises Atk, SpA, Spe by 2.","Lowers the user's Defense and Special Defense by 1 stage. Raises the user's Attack, Special Attack, and Speed by 2 stages.",防御・特防を下げ、攻撃・特攻・素早さを上げる。,"自分の防御・特防ランクを1段階ずつ下げ、攻撃・特攻・素早さランクを2段階ずつ上げる。"
moves,shelter,Shelter,,Raises the user's Defense by 2.,Raises the user's Defense by 2 stages.,自分の防御を2段階上げる。,"自分の防御ランクを2段階上げる。"
moves,simplebeam,Simple Beam,,The target's Ability becomes Simple.,"Causes the target's Ability to become Simple. Fails if the target's Ability is As One, Battle Bond, Comatose, Disguise, Gulp Missile, Ice Face, Multitype, Power Construct, RKS System, Schooling, Shields Down, Simple, Stance Change, Tera Shift, Truant, Zen Mode, or Zero to Hero.",相手の特性を「たんじゅん」にする。,"相手の特性を「たんじゅん」に変える。"
moves,sing,Sing,,Causes the target to fall asleep.,Causes the target to fall asleep.,相手を眠らせる。,"相手を「ねむり」状態にする。"
moves,skillswap,Skill Swap,,The user and the target trade Abilities.,"The user swaps its Ability with the target's Ability. Fails if either the user or the target's Ability is As One, Battle Bond, Comatose, Commander, Disguise, Embody Aspect, Hunger Switch, Ice Face, Illusion, Multitype, Neutralizing Gas, Poison Puppeteer, Power Construct, Protosynthesis, Quark Drive, RKS System, Schooling, Shields Down, Stance Change, Tera Shell, Tera Shift, Teraform Zero, Wonder Guard, Zen Mode, or Zero to Hero.",自分と相手の特性を入れ替える。,"自分と相手の特性を入れ替える。"
moves,skittersmack,Skitter Smack,,100% chance to lower target's Sp. Atk by 1.,Has a 100% chance to lower the target's Special Attack by 1 stage.,100%で相手の特攻を1段階下げる。,"100%の確率で相手の特攻ランクを1段階下げる。"
moves,skyattack,Sky Attack,,"Charges, then hits turn 2. 30% flinch. High crit.","Has a 30% chance to make the target flinch and a higher chance for a critical hit. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",1ターン目に溜め、2ターン目に攻撃。,"1ターン目に力を溜め、2ターン目に攻撃する。30%で怯ませ、急所に当たりやすい。"
moves,slackoff,Slack Off,,Heals the user by 50% of its max HP.,"The user restores 1/2 of its maximum HP, rounded half up.",最大HPの50%回復。,"最大HPの1/2を回復する。"
moves,sleeppowder,Sleep Powder,,Causes the target to fall asleep.,Causes the target to fall asleep.,相手を眠らせる。,"相手を「ねむり」状態にする。"
moves,sleeptalk,Sleep Talk,,User must be asleep. Uses another known move.,"One of the user's known moves, besides this move, is selected for use at random. Fails if the user is not asleep. The selected move does not have PP deducted from it, and can currently have 0 PP. This move cannot select Assist, Beak Blast, Belch, Bide, Blazing Torque, Celebrate, Chatter, Combat Torque, Copycat, Dynamax Cannon, Focus Punch, Hold Hands, Magical Torque, Me First, Metronome, Mimic, Mirror Move, Nature Power, Noxious Torque, Shell Trap, Sketch, Sleep Talk, Struggle, Uproar, Wicked Torque, or any two-turn move.",眠っている間、自分の技をランダムで出す。,"眠っている間に、自分の覚えている技をランダムで1つ出す。"
moves,sludgebomb,Sludge Bomb,,30% chance to poison the target.,Has a 30% chance to poison the target.,30%で相手を毒にする。,"30%の確率で相手を「どく」状態にする。"
moves,sludgewave,Sludge Wave,,10% chance to poison adjacent Pokemon.,Has a 10% chance to poison the target.,10%で相手を毒にする。,"10%の確率で相手を「どく」状態にする。"
moves,smackdown,Smack Down,,Removes the target's Ground immunity.,"This move can hit a target using Bounce, Fly, or Sky Drop, or is under the effect of Sky Drop. If this move hits a target under the effect of Bounce, Fly, Magnet Rise, or Telekinesis, the effect ends. If the target is a Flying type that has not used Roost this turn or a Pokemon with the Levitate Ability, it loses its immunity to Ground-type attacks and the Arena Trap Ability as long as it remains active. During the effect, Magnet Rise fails for the target and Telekinesis fails against the target.",飛行状態を解除し、地面技を当てられるようにする。,"相手を撃ち落とし、飛行状態や「ふゆう」を無効化して地面技が当たるようにする。"
moves,smartstrike,Smart Strike,,This move does not check accuracy.,This move does not check accuracy.,必中。,"必ず命中する。"
moves,snaptrap,Snap Trap,,Traps and damages the target for 4-5 turns.,"Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",相手を4〜5ターン拘束し、毎ターン削る。,"4〜5ターンの間、相手を逃げられなくし、毎ターン最大HPの1/8のダメージを与える（締め付けバンド所持時は1/6）。"
moves,snarl,Snarl,,100% chance to lower the foe(s) Sp. Atk by 1.,Has a 100% chance to lower the target's Special Attack by 1 stage.,100%で相手の特攻を1段階下げる。,"100%の確率で相手の特攻ランクを1段階下げる。"
moves,snore,Snore,,User must be asleep. 30% chance to flinch target.,Has a 30% chance to make the target flinch. Fails if the user is not asleep.,眠っている時のみ使用可。30%で怯ませる。,"眠っている時にのみ使える。30%の確率で相手を怯ませる。"
moves,snowscape,Snowscape,,"For 5 turns, snow falls. Ice: 1.5x Def.","For 5 turns, the weather becomes Snow. During the effect, the Defense of Ice-type Pokemon is multiplied by 1.5 when taking damage from a physical attack. Lasts for 8 turns if the user is holding Icy Rock. Fails if the current weather is Snow.",5ターンの間、雪を降らせる。,"5ターンの間、天候を「ゆき」にする。氷タイプは物理防御が1.5倍になる（つららのいわ所持時は8ターン）。"
moves,soak,Soak,,Changes the target's type to Water.,"Causes the target to become a Water type. Fails if the target is an Arceus or a Silvally, if the target is already purely Water type, or if the target is Terastallized.",相手を水タイプに変える。,"相手のタイプを水タイプに変える。"
moves,softboiled,Soft-Boiled,,Heals the user by 50% of its max HP.,"The user restores 1/2 of its maximum HP, rounded half up.",最大HPの50%回復。,"最大HPの1/2を回復する。"
moves,solarbeam,Solar Beam,,Charges turn 1. Hits turn 2. No charge in sunlight.,"This attack charges on the first turn and executes on the second. Power is halved if the weather is Primordial Sea, Rain Dance, Sandstorm, or Snow and the user is not holding Utility Umbrella. If the user is holding a Power Herb or the weather is Desolate Land or Sunny Day, the move completes in one turn. If the user is holding Utility Umbrella and the weather is Desolate Land or Sunny Day, the move still requires a turn to charge.",1ターン目に溜め、2ターン目に攻撃。晴れなら即時。,"1ターン目に力を溜め、2ターン目に攻撃する。晴れ状態なら即時発動する。"
moves,solarblade,Solar Blade,,Charges turn 1. Hits turn 2. No charge in sunlight.,"This attack charges on the first turn and executes on the second. Power is halved if the weather is Hail, Primordial Sea, Rain Dance, or Sandstorm and the user is not holding Utility Umbrella. If the user is holding a Power Herb or the weather is Desolate Land or Sunny Day, the move completes in one turn. If the user is holding Utility Umbrella and the weather is Desolate Land or Sunny Day, the move still requires a turn to charge.",1ターン目に溜め、2ターン目に攻撃。晴れなら即時。,"1ターン目に力を溜め、2ターン目に攻撃する。晴れ状態なら即時発動する。"
moves,sparklingaria,Sparkling Aria,,The target is cured of its burn.,"If the user has not fainted, the target is cured of its burn.",相手の火傷を治す。,"相手の「やけど」状態を治す。"
moves,speedswap,Speed Swap,,Swaps Speed stat with target.,The user swaps its Speed stat with the target. Stat stage changes are unaffected.,自分と相手の素早さを入れ替える。,"自分の素早さ実数値を相手と入れ替える。"
moves,spicyextract,Spicy Extract,,Raises target's Atk by 2 and lowers its Def by 2.,Raises the target's Attack by 2 stages and lowers its Defense by 2 stages.,相手の攻撃を2段階上げ、防御を2段階下げる。,"相手の攻撃ランクを2段階上げ、防御ランクを2段階下げる。"
moves,spikes,Spikes,,Hurts grounded foes on switch-in. Max 3 layers.,"Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Can be used up to three times before failing. Opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",交代してきた相手にダメージ。最大3回。,"交代してくる相手にダメージを与える罠を設置する。最大3回まで重ねがけ可能。"
moves,spikyshield,Spiky Shield,,Protects from moves. Contact: loses 1/8 max HP.,"The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user lose 1/8 of their maximum HP, rounded down. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",攻撃を防ぎ、接触技なら1/8のダメージ。,"このターンの攻撃を無効化する。接触してきた相手に最大HPの1/8のダメージを与える。"
moves,spiritshackle,Spirit Shackle,,Prevents the target from switching out.,"Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.",相手を逃げられなくする。,"相手を交代できなくする。"
moves,spite,Spite,,Lowers the PP of the target's last move by 4.,"Causes the target's last move used to lose 4 PP. Fails if the target has not made a move, if the move has 0 PP, or if it no longer knows the move.",相手の最後に使った技のPPを4減らす。,"相手が最後に使った技のPPを4減らす。"
moves,spitup,Spit Up,,More power with more uses of Stockpile.,"Power is equal to 100 times the user's Stockpile count. Fails if the user's Stockpile count is 0. Whether or not this move is successful, the user's Defense and Special Defense decrease by as many stages as Stockpile had increased them, and the user's Stockpile count resets to 0.",蓄えた分だけ威力UP。,"「たくわえる」で蓄えた回数×100の威力を出す。使用後、蓄えはリセットされる。"
moves,spore,Spore,,Causes the target to fall asleep.,Causes the target to fall asleep.,相手を眠らせる。,"相手を「ねむり」状態にする。"
moves,stealthrock,Stealth Rock,,Hurts foes on switch-in. Factors Rock weakness.,"Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Fails if the effect is already active on the opposing side. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",交代してきた相手に岩の弱点に応じたダメージ。,"交代してくる相手に岩タイプ耐性に応じたダメージを与える罠を設置する。"
moves,steelbeam,Steel Beam,,User loses 50% max HP.,"Whether or not this move is successful and even if it would cause fainting, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard Ability.",使用後、自分のHPが半分減る。,"使用後、自分は最大HPの1/2のダメージを受ける。"
moves,steelroller,Steel Roller,,Fails if there is no terrain active. Ends the terrain.,"Fails if there is no terrain active. Ends the effects of Electric Terrain, Grassy Terrain, Misty Terrain, and Psychic Terrain.",フィールドがある時のみ有効。解除する。,"フィールドが出ていないと失敗する。出ているフィールドの効果を解除する。"
moves,steelwing,Steel Wing,,10% chance to raise the user's Defense by 1.,Has a 10% chance to raise the user's Defense by 1 stage.,10%で自分の防御が1段階上がる。,"10%の確率で自分の防御ランクが1段階上がる。"
moves,stickyweb,Sticky Web,,Lowers Speed of grounded foes by 1 on switch-in.,"Sets up a hazard on the opposing side of the field, lowering the Speed by 1 stage of each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Fails if the effect is already active on the opposing side. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",交代してきた相手の素早さを1段階下げる。,"交代してくる相手の素早さランクを1段階下げる罠を設置する。"
moves,stockpile,Stockpile,,"Raises user's Defense, Sp. Def by 1. Max 3 uses.",Raises the user's Defense and Special Defense by 1 stage. The user's Stockpile count increases by 1. Fails if the user's Stockpile count is 3. The user's Stockpile count is reset to 0 when it is no longer active.,防御と特防を1段階上げる。最大3回まで。,"自分の防御・特防ランクを1段階ずつ上げ、蓄える回数を増やす（最大3回）。"
moves,stompingtantrum,Stomping Tantrum,,Power doubles if the user's last move failed.,"Power doubles if the user's last move on the previous turn, including moves called by other moves or those used through Instruct, Magic Coat, Snatch, or the Dancer or Magic Bounce Abilities, failed to do any of its normal effects, not including damage from an unsuccessful High Jump Kick, Jump Kick, or Mind Blown, or if the user was prevented from moving by any effect other than recharging or Sky Drop. A move that was blocked by Baneful Bunker, Detect, King's Shield, Protect, Spiky Shield, Crafty Shield, Mat Block, Quick Guard, or Wide Guard, will not double this move's power, nor will Bounce or Fly ending early due to the effect of Gravity, Smack Down, or Thousand Arrows.",前の技が失敗していたら威力2倍。,"前のターンに技が失敗していた場合、威力が2倍になる。"
moves,stoneaxe,Stone Axe,,Sets Stealth Rock on the target's side.,"If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in. Foes lose 1/32, 1/16, 1/8, 1/4, or 1/2 of their maximum HP, rounded down, based on their weakness to the Rock type; 0.25x, 0.5x, neutral, 2x, or 4x, respectively. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",攻撃後、ステルスロックを設置する。,"攻撃終了後、相手の場に「ステルスロック」を設置する。"
moves,stoneedge,Stone Edge,,High critical hit ratio.,Has a higher chance for a critical hit.,急所に当たりやすい。,"急所に当たりやすい。"
moves,storedpower,Stored Power,,+ 20 power for each of the user's stat boosts.,"Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.",能力が上がるごとに威力+20。,"自分の能力ランクが上がるごとに威力が20ずつ加算される。"
moves,stormthrow,Storm Throw,,Always results in a critical hit.,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,必ず急所に当たる。,"攻撃は必ず急所に当たる。"
moves,strengthsap,Strength Sap,,User heals HP=target's Atk stat. Lowers Atk by 1.,"Lowers the target's Attack by 1 stage. The user restores its HP equal to the target's Attack stat calculated with its stat stage before this move was used. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. Fails if the target's Attack stat stage is -6.",相手の攻撃を下げ、その数値分HPを回復。,"相手の攻撃ランクを1段階下げ、下がった攻撃の実数値分、自分のHPを回復する。"
